time_iso8601,stars_cumulative
2020-01-16 00:00:00+00:00,2922
2020-01-17 00:00:00+00:00,2925
2020-01-18 00:00:00+00:00,2926
2020-01-19 00:00:00+00:00,2933
2020-01-20 00:00:00+00:00,2936
2020-01-21 00:00:00+00:00,2938
2020-01-22 00:00:00+00:00,2939
2020-01-23 00:00:00+00:00,2940
2020-01-24 00:00:00+00:00,2942
2020-01-25 00:00:00+00:00,2943
2020-01-26 00:00:00+00:00,2945
2020-01-27 00:00:00+00:00,2946
2020-01-28 00:00:00+00:00,2948
2020-01-29 00:00:00+00:00,2950
2020-01-30 00:00:00+00:00,2952
2020-01-31 00:00:00+00:00,2953
2020-02-01 00:00:00+00:00,2954
2020-02-02 00:00:00+00:00,2957
2020-02-03 00:00:00+00:00,2961
2020-02-04 00:00:00+00:00,2962
2020-02-05 00:00:00+00:00,2964
2020-02-06 00:00:00+00:00,2967
2020-02-07 00:00:00+00:00,2970
2020-02-08 00:00:00+00:00,2972
2020-02-09 00:00:00+00:00,2976
2020-02-10 00:00:00+00:00,2978
2020-02-12 00:00:00+00:00,2981
2020-02-16 00:00:00+00:00,2982
2020-02-17 00:00:00+00:00,2985
2020-02-18 00:00:00+00:00,2986
2020-02-19 00:00:00+00:00,2990
2020-02-20 00:00:00+00:00,2992
2020-02-21 00:00:00+00:00,2996
2020-02-22 00:00:00+00:00,2998
2020-02-23 00:00:00+00:00,2999
2020-02-24 00:00:00+00:00,3001
2020-02-25 00:00:00+00:00,3005
2020-02-26 00:00:00+00:00,3010
2020-02-27 00:00:00+00:00,3012
2020-02-28 00:00:00+00:00,3016
2020-02-29 00:00:00+00:00,3018
2020-03-01 00:00:00+00:00,3019
2020-03-02 00:00:00+00:00,3020
2020-03-03 00:00:00+00:00,3027
2020-03-04 00:00:00+00:00,3028
2020-03-05 00:00:00+00:00,3032
2020-03-06 00:00:00+00:00,3034
2020-03-07 00:00:00+00:00,3038
2020-03-08 00:00:00+00:00,3042
2020-03-09 00:00:00+00:00,3045
2020-03-11 00:00:00+00:00,3048
2020-03-12 00:00:00+00:00,3049
2020-03-13 00:00:00+00:00,3051
2020-03-14 00:00:00+00:00,3054
2020-03-15 00:00:00+00:00,3057
2020-03-16 00:00:00+00:00,3061
2020-03-17 00:00:00+00:00,3068
2020-03-18 00:00:00+00:00,3071
2020-03-19 00:00:00+00:00,3073
2020-03-20 00:00:00+00:00,3074
2020-03-21 00:00:00+00:00,3080
2020-03-22 00:00:00+00:00,3083
2020-03-23 00:00:00+00:00,3087
2020-03-24 00:00:00+00:00,3089
2020-03-25 00:00:00+00:00,3093
2020-03-26 00:00:00+00:00,3096
